"TRANSACTION TYPE"|"REPLACEMENT REASON"|"AGE GROUP"|"PENSIONER TYPE"|"GENDER"|"CUSTOMER ADDRESS LGA"|"COUNT"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Fairfield"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Parkes"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Female"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Berrigan"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Blacktown"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Fairfield"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Gwydir"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Lane Cove"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Liverpool"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Mosman"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"75-79"|"Missing/Unknown"|"Male"|"Yass Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Albury"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Armidale Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Bega Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Berrigan"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Blacktown"|"7"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Blayney"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Broken Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Cabonne"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Campbelltown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Canterbury-Bankstown"|"9"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Central Coast"|"10"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Clarence Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Coolamon"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Cowra"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Cumberland"|"8"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Fairfield"|"10"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Federation"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Goulburn Mulwaree"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Griffith"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Inner West"|"6"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Inverell"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Kiama"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Kyogle"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Lake Macquarie"|"12"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Leeton"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Lismore"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Liverpool"|"8"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Lockhart"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Mosman"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Murray River"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Nambucca"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Narrabri"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Narrandera"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Newcastle"|"7"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Northern Beaches"|"10"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Orange"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Parkes"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Shoalhaven"|"6"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Singleton"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Snowy Monaro Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Snowy Valleys"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Strathfield"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Sutherland Shire"|"7"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Tamworth Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Tweed"|"6"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Unincorporated NSW"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Upper Hunter Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Upper Lachlan Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Weddin"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Wollondilly"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Wollongong"|"11"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Female"|"Woollahra"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Albury"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Armidale Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Ballina"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Bega Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Berrigan"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Blacktown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Blue Mountains"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Central Coast"|"7"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Coffs Harbour"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Cowra"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Edward River"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Eurobodalla"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Fairfield"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Federation"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Gunnedah"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Hawkesbury"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Hunters Hill"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Maitland"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Mid-Western Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Mosman"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Murray River"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Narrandera"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"North Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Penrith"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Port Macquarie-Hastings"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Port Stephens"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Richmond Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Shellharbour"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Wagga Wagga"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Warren"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Waverley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Western Plains Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Wollondilly"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Wollongong"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Centrelink Pensioner"|"Male"|"Yass Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Female"|"Bega Valley"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Female"|"Lake Macquarie"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Female"|"Missing/Unknown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Female"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Female"|"Sutherland Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Female"|"Tweed"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Male"|"Fairfield"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"DVA Pensioner"|"Male"|"Newcastle"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Bayside"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Gunnedah"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Mid-Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Muswellbrook"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Willoughby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Female"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Georges River"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Northern Beaches"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Parramatta"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Randwick"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Ryde"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Shoalhaven"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Sydney"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"The Hills Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Upper Hunter Shire"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"FACS Senior"|"Male"|"Wingecarribee"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Blacktown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Burwood"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Camden"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Canada Bay"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Central Coast"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Cessnock"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Cumberland"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Hornsby"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Inner West"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Ku-ring-gai"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Lane Cove"|"<=5"
"Photo card issue"|"Not Applicable"|"80-84"|"Missing/Unknown"|"Female"|"Leeton"|"<=5"
