,Contract_Type,Tap_Class,Year,Month,Day,Taps_Count
9030,Sydney Metro Bus Contract 13,Adult,2018,6,1,319022
9031,Sydney Metro Bus Contract 13,Adult,2018,7,1,340783
9032,Sydney Metro Bus Contract 13,Adult,2018,8,1,364258
9033,Sydney Metro Bus Contract 13,Adult,2018,9,1,338287
9034,Sydney Metro Bus Contract 13,Adult,2018,10,1,359647
9035,Sydney Metro Bus Contract 13,Adult,2018,11,1,370747
9036,Sydney Metro Bus Contract 13,Adult,2018,12,1,313951
9037,Sydney Metro Bus Contract 13,Adult,2019,1,1,317905
9038,Sydney Metro Bus Contract 13,Adult,2019,2,1,337601
9039,Sydney Metro Bus Contract 13,Adult,2019,3,1,372574
9040,Sydney Metro Bus Contract 13,Adult,2019,4,1,332048
9041,Sydney Metro Bus Contract 13,Adult,2019,5,1,383862
9042,Sydney Metro Bus Contract 13,Adult,2019,6,1,328857
9043,Sydney Metro Bus Contract 13,Adult,2019,7,1,365899
9044,Sydney Metro Bus Contract 13,Adult,2019,8,1,371174
9045,Sydney Metro Bus Contract 13,Adult,2019,9,1,354388
9046,Sydney Metro Bus Contract 13,Adult,2019,10,1,353865
9047,Sydney Metro Bus Contract 13,Adult,2019,11,1,348329
9048,Sydney Metro Bus Contract 13,Adult,2019,12,1,294639
9049,Sydney Metro Bus Contract 13,Adult,2020,1,1,289961
9050,Sydney Metro Bus Contract 13,Adult,2020,2,1,304891
9051,Sydney Metro Bus Contract 13,Adult,2020,3,1,264590
9052,Sydney Metro Bus Contract 13,Adult,2020,4,1,126139
9053,Sydney Metro Bus Contract 13,Adult,2020,5,1,157380
9054,Sydney Metro Bus Contract 13,Adult,2020,6,1,183077
9055,Sydney Metro Bus Contract 13,Adult,2020,7,1,200305
9056,Sydney Metro Bus Contract 13,Adult,2020,8,1,188753
9057,Sydney Metro Bus Contract 13,Adult,2020,9,1,194991
9058,Sydney Metro Bus Contract 13,Adult,2020,10,1,194093
9059,Sydney Metro Bus Contract 13,Adult,2020,11,1,197969
9060,Sydney Metro Bus Contract 13,Adult,2020,12,1,187653
9061,Sydney Metro Bus Contract 13,Adult,2021,1,1,162369
9062,Sydney Metro Bus Contract 13,Adult,2021,2,1,183636
9063,Sydney Metro Bus Contract 13,Adult,2021,3,1,200951
9064,Sydney Metro Bus Contract 13,Adult,2021,4,1,182732
9065,Sydney Metro Bus Contract 13,Adult,2021,5,1,190197
9066,Sydney Metro Bus Contract 13,Adult,2021,6,1,168286
9067,Sydney Metro Bus Contract 13,Adult,2021,7,1,84058
9068,Sydney Metro Bus Contract 13,Adult,2021,8,1,72183
9069,Sydney Metro Bus Contract 13,Adult,2021,9,1,73227
9070,Sydney Metro Bus Contract 13,Adult,2021,10,1,107150
9071,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2016,8,1,14726
9072,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2016,9,1,12937
9073,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2016,10,1,11624
9074,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2016,11,1,11667
9075,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2016,12,1,11105
9076,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,1,1,10406
9077,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,2,1,10340
9078,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,3,1,10674
9079,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,4,1,9455
9080,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,5,1,10259
9081,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,6,1,8858
9082,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,7,1,9592
9083,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,8,1,9340
9084,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,9,1,9057
9085,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,10,1,9043
9086,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,11,1,8852
9087,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2017,12,1,8769
9088,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,1,1,8599
9089,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,2,1,8078
9090,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,3,1,8995
9091,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,4,1,8446
9092,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,5,1,8210
9093,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,6,1,7072
9094,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,7,1,7698
9095,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,8,1,7080
9096,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,9,1,6789
9097,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,10,1,7331
9098,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,11,1,7168
9099,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2018,12,1,6822
9100,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,1,1,6861
9101,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,2,1,6337
9102,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,3,1,6722
9103,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,4,1,6431
9104,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,5,1,6010
9105,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,6,1,5356
9106,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,7,1,6155
9107,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,8,1,5354
9108,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,9,1,4801
9109,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,10,1,5222
9110,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,11,1,4487
9111,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2019,12,1,4448
9112,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,1,1,4163
9113,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,2,1,3772
9114,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,3,1,2329
9115,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,4,1,6
9116,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,5,1,7
9117,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,6,1,3
9118,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,7,1,4
9119,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,8,1,3
9120,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,9,1,1
9121,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,10,1,4
9122,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,11,1,1
9123,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2020,12,1,4
9124,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2021,2,1,3
9125,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2021,3,1,4
9126,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2021,4,1,5
9127,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2021,5,1,4
9128,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2021,8,1,3
9129,Sydney Metro Bus Contract 13,Adult Single Bus Trip 1,2021,10,1,1
9130,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2016,8,1,7782
9131,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2016,9,1,6366
9132,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2016,10,1,5537
9133,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2016,11,1,5447
9134,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2016,12,1,5209
9135,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,1,1,4489
9136,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,2,1,4807
9137,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,3,1,5150
9138,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,4,1,4186
9139,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,5,1,4556
9140,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,6,1,3742
9141,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,7,1,3913
9142,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,8,1,3608
9143,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,9,1,3484
9144,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,10,1,3772
9145,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,11,1,3498
9146,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2017,12,1,3350
9147,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,1,1,3155
9148,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,2,1,3094
9149,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,3,1,3605
9150,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,4,1,3245
9151,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,5,1,3145
9152,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,6,1,2913
9153,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,7,1,3491
9154,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,8,1,3065
9155,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,9,1,2716
9156,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,10,1,3108
9157,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,11,1,2956
9158,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2018,12,1,2707
9159,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,1,1,2986
9160,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,2,1,2525
9161,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,3,1,2854
9162,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,4,1,2648
9163,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,5,1,2677
9164,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,6,1,2297
9165,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,7,1,2582
9166,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,8,1,2330
9167,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,9,1,2031
9168,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,10,1,2048
9169,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,11,1,1865
9170,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2019,12,1,1675
9171,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,1,1,1765
9172,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,2,1,1398
9173,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,3,1,941
9174,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,4,1,4
9175,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,5,1,2
9176,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,6,1,2
9177,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,10,1,3
9178,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2020,12,1,1
9179,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2021,2,1,1
9180,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2021,3,1,4
9181,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2021,4,1,4
9182,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2021,5,1,1
9183,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2021,6,1,1
9184,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2021,8,1,1
9185,Sydney Metro Bus Contract 13,Adult Single Bus Trip 2,2021,10,1,13
9186,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2016,8,1,1002
9187,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2016,9,1,789
9188,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2016,10,1,645
9189,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2016,11,1,665
9190,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2016,12,1,689
9191,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,1,1,583
9192,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,2,1,593
9193,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,3,1,594
9194,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,4,1,476
9195,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,5,1,497
9196,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,6,1,413
9197,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,7,1,483
9198,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,8,1,394
9199,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,9,1,400
9200,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,10,1,388
9201,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,11,1,331
9202,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2017,12,1,363
9203,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,1,1,362
9204,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,2,1,332
9205,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,3,1,497
9206,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,4,1,429
9207,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,5,1,468
9208,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,6,1,421
9209,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,7,1,472
9210,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,8,1,415
9211,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,9,1,453
9212,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,10,1,502
9213,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,11,1,442
9214,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2018,12,1,421
9215,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,1,1,428
9216,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,2,1,363
9217,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,3,1,397
9218,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,4,1,358
9219,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,5,1,356
9220,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,6,1,351
9221,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,7,1,387
9222,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,8,1,329
9223,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,9,1,254
9224,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,10,1,195
9225,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,11,1,211
9226,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2019,12,1,222
9227,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2020,1,1,236
9228,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2020,2,1,196
9229,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2020,3,1,131
9230,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2020,5,1,2
9231,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2020,6,1,2
9232,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2021,1,1,1
9233,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2021,2,1,1
9234,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2021,3,1,2
9235,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2021,4,1,1
9236,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2021,5,1,2
9237,Sydney Metro Bus Contract 13,Adult Single Bus Trip 3,2021,10,1,4
9238,Sydney Metro Bus Contract 13,Child/Youth,2016,7,1,34179
9239,Sydney Metro Bus Contract 13,Child/Youth,2016,8,1,42795
9240,Sydney Metro Bus Contract 13,Child/Youth,2016,9,1,43742
9241,Sydney Metro Bus Contract 13,Child/Youth,2016,10,1,44668
9242,Sydney Metro Bus Contract 13,Child/Youth,2016,11,1,46828
9243,Sydney Metro Bus Contract 13,Child/Youth,2016,12,1,43004
9244,Sydney Metro Bus Contract 13,Child/Youth,2017,1,1,40909
9245,Sydney Metro Bus Contract 13,Child/Youth,2017,2,1,47383
9246,Sydney Metro Bus Contract 13,Child/Youth,2017,3,1,49575
9247,Sydney Metro Bus Contract 13,Child/Youth,2017,4,1,43318
9248,Sydney Metro Bus Contract 13,Child/Youth,2017,5,1,47184
9249,Sydney Metro Bus Contract 13,Child/Youth,2017,6,1,40736
9250,Sydney Metro Bus Contract 13,Child/Youth,2017,7,1,48826
9251,Sydney Metro Bus Contract 13,Child/Youth,2017,8,1,43786
9252,Sydney Metro Bus Contract 13,Child/Youth,2017,9,1,45551
9253,Sydney Metro Bus Contract 13,Child/Youth,2017,10,1,45712
9254,Sydney Metro Bus Contract 13,Child/Youth,2017,11,1,44733
9255,Sydney Metro Bus Contract 13,Child/Youth,2017,12,1,41810
9256,Sydney Metro Bus Contract 13,Child/Youth,2018,1,1,43488
9257,Sydney Metro Bus Contract 13,Child/Youth,2018,2,1,47834
9258,Sydney Metro Bus Contract 13,Child/Youth,2018,3,1,48849
9259,Sydney Metro Bus Contract 13,Child/Youth,2018,4,1,45187
9260,Sydney Metro Bus Contract 13,Child/Youth,2018,5,1,44943
9261,Sydney Metro Bus Contract 13,Child/Youth,2018,6,1,40075
9262,Sydney Metro Bus Contract 13,Child/Youth,2018,7,1,48304
9263,Sydney Metro Bus Contract 13,Child/Youth,2018,8,1,45968
9264,Sydney Metro Bus Contract 13,Child/Youth,2018,9,1,44039
9265,Sydney Metro Bus Contract 13,Child/Youth,2018,10,1,49285
9266,Sydney Metro Bus Contract 13,Child/Youth,2018,11,1,47665
9267,Sydney Metro Bus Contract 13,Child/Youth,2018,12,1,43246
9268,Sydney Metro Bus Contract 13,Child/Youth,2019,1,1,45193
9269,Sydney Metro Bus Contract 13,Child/Youth,2019,2,1,51407
9270,Sydney Metro Bus Contract 13,Child/Youth,2019,3,1,51777
9271,Sydney Metro Bus Contract 13,Child/Youth,2019,4,1,46853
9272,Sydney Metro Bus Contract 13,Child/Youth,2019,5,1,48100
9273,Sydney Metro Bus Contract 13,Child/Youth,2019,6,1,41200
9274,Sydney Metro Bus Contract 13,Child/Youth,2019,7,1,50660
9275,Sydney Metro Bus Contract 13,Child/Youth,2019,8,1,47744
9276,Sydney Metro Bus Contract 13,Child/Youth,2019,9,1,45761
9277,Sydney Metro Bus Contract 13,Child/Youth,2019,10,1,51170
9278,Sydney Metro Bus Contract 13,Child/Youth,2019,11,1,47423
9279,Sydney Metro Bus Contract 13,Child/Youth,2019,12,1,42227
9280,Sydney Metro Bus Contract 13,Child/Youth,2020,1,1,41648
9281,Sydney Metro Bus Contract 13,Child/Youth,2020,2,1,46184
9282,Sydney Metro Bus Contract 13,Child/Youth,2020,3,1,34542
9283,Sydney Metro Bus Contract 13,Child/Youth,2020,4,1,6536
9284,Sydney Metro Bus Contract 13,Child/Youth,2020,5,1,15460
9285,Sydney Metro Bus Contract 13,Child/Youth,2020,6,1,24842
9286,Sydney Metro Bus Contract 13,Child/Youth,2020,7,1,28841
9287,Sydney Metro Bus Contract 13,Child/Youth,2020,8,1,24201
9288,Sydney Metro Bus Contract 13,Child/Youth,2020,9,1,25555
9289,Sydney Metro Bus Contract 13,Child/Youth,2020,10,1,27760
9290,Sydney Metro Bus Contract 13,Child/Youth,2020,11,1,24958
9291,Sydney Metro Bus Contract 13,Child/Youth,2020,12,1,26519
9292,Sydney Metro Bus Contract 13,Child/Youth,2021,1,1,25616
9293,Sydney Metro Bus Contract 13,Child/Youth,2021,2,1,25488
9294,Sydney Metro Bus Contract 13,Child/Youth,2021,3,1,24513
9295,Sydney Metro Bus Contract 13,Child/Youth,2021,4,1,28012
9296,Sydney Metro Bus Contract 13,Child/Youth,2021,5,1,23203
9297,Sydney Metro Bus Contract 13,Child/Youth,2021,6,1,18619
9298,Sydney Metro Bus Contract 13,Child/Youth,2021,7,1,5005
9299,Sydney Metro Bus Contract 13,Child/Youth,2021,8,1,3340
9300,Sydney Metro Bus Contract 13,Child/Youth,2021,9,1,4539
9301,Sydney Metro Bus Contract 13,Child/Youth,2021,10,1,11960
9302,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2016,8,1,5513
9303,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2016,9,1,4617
9304,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2016,10,1,3721
9305,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2016,11,1,3192
9306,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2016,12,1,3293
9307,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,1,1,2925
9308,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,2,1,1733
9309,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,3,1,1916
9310,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,4,1,2446
9311,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,5,1,1851
9312,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,6,1,1714
9313,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,7,1,2608
9314,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,8,1,1646
9315,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,9,1,1994
9316,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,10,1,1846
9317,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,11,1,1518
9318,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2017,12,1,1870
9319,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,1,1,2117
9320,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,2,1,1205
9321,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,3,1,1330
9322,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,4,1,1932
9323,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,5,1,1259
9324,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,6,1,1125
9325,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,7,1,1856
9326,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,8,1,1241
9327,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,9,1,1200
9328,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,10,1,1601
9329,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,11,1,1223
9330,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2018,12,1,1354
9331,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,1,1,1592
9332,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,2,1,998
9333,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,3,1,1167
9334,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,4,1,1433
9335,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,5,1,1027
9336,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,6,1,1088
9337,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,7,1,1523
9338,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,8,1,1063
9339,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,9,1,1032
9340,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,10,1,1249
9341,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,11,1,832
9342,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2019,12,1,929
9343,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2020,1,1,1133
9344,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2020,2,1,633
9345,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2020,3,1,430
9346,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2020,4,1,4
9347,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2020,9,1,3
9348,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 1,2021,4,1,1
9349,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2016,8,1,2753
9350,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2016,9,1,2282
9351,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2016,10,1,1778
9352,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2016,11,1,1382
9353,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2016,12,1,1833
9354,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,1,1,1831
9355,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,2,1,911
9356,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,3,1,1022
9357,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,4,1,1333
9358,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,5,1,882
9359,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,6,1,849
9360,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,7,1,1328
9361,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,8,1,795
9362,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,9,1,1017
9363,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,10,1,1054
9364,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,11,1,743
9365,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2017,12,1,1129
9366,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2018,1,1,1213
9367,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2018,2,1,647
9368,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2018,3,1,772
9369,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2018,4,1,1098
9370,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2018,5,1,643
9371,Sydney Metro Bus Contract 13,Child/Youth Single Bus Trip 2,2018,6,1,623
